% log of messages transmitted to brudge (outgoing) (<-)
% received from bridge (incoming) (->)
% 1 Linux timestamp (seconds since 1 jan 1970)
% 2 mission time (sec)
% 3 direction flag ->: or <-:
% 4 string send or received
1552658532.859  0.001->: Connected to bridge  1
1552658534.225  1.367->: robot stop
1552658534.229  1.371->: robot <clear
1552658534.234  1.375->: robot <add thread=1
1552658534.238  1.379->: robot <add irsensor=1,vel=0:dist=0.2
1552658534.240  1.382<-: # Welcome to REGBOT bridge - send 'help' for more info
1552658534.242  1.384->: robot <add thread=100,event=30 : event=31
1552658534.242  1.384<-: bridge
1552658534.246  1.388->: robot <add vel=0 : time=0.1
1552658534.250  1.392->: robot <add vel=0 : time=0.1
1552658534.255  1.396->: robot <add vel=0 : time=0.1
1552658534.260  1.401->: robot <add vel=0 : time=0.1
1552658534.264  1.406->: robot <add vel=0 : time=0.1
1552658534.269  1.410->: robot <add vel=0 : time=0.1
1552658534.273  1.415->: robot <add vel=0 : time=0.1
1552658534.277  1.419->: robot <add vel=0 : time=0.1
1552658534.282  1.423->: robot <add vel=0 : time=0.1
1552658534.286  1.428->: robot <add vel=0 : time=0.1
1552658534.290  1.432->: robot <add vel=0 : time=0.1
1552658534.295  1.437->: robot <add vel=0 : time=0.1
1552658534.300  1.442->: robot <add vel=0 : time=0.1
1552658534.305  1.447->: robot <add vel=0 : time=0.1
1552658534.310  1.452->: robot <add vel=0 : time=0.1
1552658534.314  1.456->: robot <add thread=101,event=31 : event=30
1552658534.319  1.460->: robot <add vel=0 : time=0.1
1552658534.323  1.465->: robot <add vel=0 : time=0.1
1552658534.328  1.470->: robot <add vel=0 : time=0.1
1552658534.333  1.475->: robot <add vel=0 : time=0.1
1552658534.338  1.479->: robot <add vel=0 : time=0.1
1552658534.342  1.484->: robot <add vel=0 : time=0.1
1552658534.347  1.488->: robot <add vel=0 : time=0.1
1552658534.351  1.493->: robot <add vel=0 : time=0.1
1552658534.355  1.497->: robot <add vel=0 : time=0.1
1552658534.360  1.502->: robot <add vel=0 : time=0.1
1552658534.365  1.507->: robot <add vel=0 : time=0.1
1552658534.370  1.511->: robot <add vel=0 : time=0.1
1552658534.374  1.516->: robot <add vel=0 : time=0.1
1552658534.379  1.520->: robot <add vel=0 : time=0.1
1552658534.383  1.525->: robot <add vel=0 : time=0.1
1552658534.398  1.539->: pse subscribe 1
1552658534.403  1.544->: lip subscribe 1
1552658534.407  1.549->: wve subscribe 2
1552658534.411  1.553->: mca subscribe 2
1552658534.416  1.557->: event subscribe 6
1552658534.420  1.562->: event get
