% log of messages transmitted to brudge (outgoing) (<-)
% received from bridge (incoming) (->)
% 1 Linux timestamp (seconds since 1 jan 1970)
% 2 mission time (sec)
% 3 direction flag ->: or <-:
% 4 string send or received
1553269009.368  0.001->: Connected to bridge  1
1553269010.731  1.364->: robot stop
1553269010.735  1.368->: robot <clear
1553269010.739  1.372->: robot <add thread=1
1553269010.743  1.377->: robot <add irsensor=1,vel=0:dist=0.2
1553269010.748  1.381->: robot <add thread=100,event=30 : event=31
1553269010.749  1.382<-: # Welcome to REGBOT bridge - send 'help' for more info
1553269010.751  1.384<-: bridge
1553269010.752  1.385->: robot <add vel=0 : time=0.1
1553269010.756  1.389->: robot <add vel=0 : time=0.1
1553269010.761  1.394->: robot <add vel=0 : time=0.1
1553269010.765  1.398->: robot <add vel=0 : time=0.1
1553269010.769  1.403->: robot <add vel=0 : time=0.1
1553269010.774  1.407->: robot <add vel=0 : time=0.1
1553269010.778  1.411->: robot <add vel=0 : time=0.1
1553269010.782  1.416->: robot <add vel=0 : time=0.1
1553269010.787  1.420->: robot <add vel=0 : time=0.1
1553269010.791  1.424->: robot <add vel=0 : time=0.1
1553269010.795  1.428->: robot <add vel=0 : time=0.1
1553269010.800  1.433->: robot <add vel=0 : time=0.1
1553269010.804  1.438->: robot <add vel=0 : time=0.1
1553269010.809  1.442->: robot <add vel=0 : time=0.1
1553269010.814  1.448->: robot <add vel=0 : time=0.1
1553269010.819  1.452->: robot <add thread=101,event=31 : event=30
1553269010.824  1.457->: robot <add vel=0 : time=0.1
1553269010.829  1.462->: robot <add vel=0 : time=0.1
1553269010.835  1.468->: robot <add vel=0 : time=0.1
1553269010.841  1.474->: robot <add vel=0 : time=0.1
1553269010.846  1.480->: robot <add vel=0 : time=0.1
1553269010.851  1.484->: robot <add vel=0 : time=0.1
1553269010.856  1.489->: robot <add vel=0 : time=0.1
1553269010.861  1.494->: robot <add vel=0 : time=0.1
1553269010.866  1.499->: robot <add vel=0 : time=0.1
1553269010.872  1.505->: robot <add vel=0 : time=0.1
1553269010.878  1.511->: robot <add vel=0 : time=0.1
1553269010.883  1.516->: robot <add vel=0 : time=0.1
1553269010.888  1.521->: robot <add vel=0 : time=0.1
1553269010.893  1.526->: robot <add vel=0 : time=0.1
1553269010.899  1.532->: robot <add vel=0 : time=0.1
1553269010.915  1.549->: pse subscribe 1
1553269010.920  1.553->: lip subscribe 1
1553269010.925  1.558->: wve subscribe 2
1553269010.930  1.563->: mca subscribe 2
1553269010.936  1.569->: event subscribe 6
1553269010.942  1.575->: event get
1553269010.947  1.580->: joy subscribe 1
1553269010.950  1.583<-: event 33
1553269010.952  1.585->: joy get
1553269010.956  1.589->: wve subscribe 2
1553269010.961  1.594->: mca subscribe 2
1553269010.965  1.598->: mis subscribe 2
1553269010.971  1.604->: hbt subscribe 1
1553269010.975  1.608<-: wve -0 0
1553269010.976  1.610->: rid subscribe 3
1553269010.982  1.615->: robot u4
1553269010.987  1.620->: irc subscribe 1
1553269010.992  1.625->: robot sub 1 1 2
1553269010.996  1.629->: acw subscribe 1
1553269011.001  1.634->: gyw subscribe 1
1553269011.006  1.639->: robot sub 1 1 4
