% log of messages transmitted to brudge (outgoing) (<-)
% received from bridge (incoming) (->)
% 1 Linux timestamp (seconds since 1 jan 1970)
% 2 mission time (sec)
% 3 direction flag ->: or <-:
% 4 string send or received
1552659295.421  0.001->: Connected to bridge  1
1552659295.452  0.032->: robot stop
1552659295.456  0.036->: robot <clear
1552659295.460  0.040->: robot <add thread=1
1552659295.464  0.044->: robot <add irsensor=1,vel=0:dist=0.2
1552659295.468  0.049->: robot <add thread=100,event=30 : event=31
1552659295.472  0.053->: robot <add vel=0 : time=0.1
1552659295.477  0.057->: robot <add vel=0 : time=0.1
1552659295.481  0.061->: robot <add vel=0 : time=0.1
1552659295.485  0.065->: robot <add vel=0 : time=0.1
1552659295.489  0.069->: robot <add vel=0 : time=0.1
1552659295.493  0.074->: robot <add vel=0 : time=0.1
1552659295.498  0.078->: robot <add vel=0 : time=0.1
1552659295.502  0.082->: robot <add vel=0 : time=0.1
1552659295.506  0.086->: robot <add vel=0 : time=0.1
1552659295.510  0.090->: robot <add vel=0 : time=0.1
1552659295.514  0.095->: robot <add vel=0 : time=0.1
1552659295.519  0.099->: robot <add vel=0 : time=0.1
1552659295.523  0.103->: robot <add vel=0 : time=0.1
1552659295.527  0.107->: robot <add vel=0 : time=0.1
1552659295.531  0.112->: robot <add vel=0 : time=0.1
1552659295.533  0.113<-: # Welcome to REGBOT bridge - send 'help' for more info
1552659295.535  0.115<-: bridge
1552659295.536  0.116->: robot <add thread=101,event=31 : event=30
1552659295.540  0.120->: robot <add vel=0 : time=0.1
1552659295.544  0.124->: robot <add vel=0 : time=0.1
1552659295.548  0.128->: robot <add vel=0 : time=0.1
1552659295.552  0.133->: robot <add vel=0 : time=0.1
1552659295.557  0.137->: robot <add vel=0 : time=0.1
1552659295.561  0.141->: robot <add vel=0 : time=0.1
1552659295.565  0.145->: robot <add vel=0 : time=0.1
1552659295.569  0.149->: robot <add vel=0 : time=0.1
1552659295.573  0.154->: robot <add vel=0 : time=0.1
1552659295.578  0.158->: robot <add vel=0 : time=0.1
1552659295.582  0.162->: robot <add vel=0 : time=0.1
1552659295.586  0.166->: robot <add vel=0 : time=0.1
1552659295.590  0.171->: robot <add vel=0 : time=0.1
1552659295.595  0.175->: robot <add vel=0 : time=0.1
1552659295.599  0.179->: robot <add vel=0 : time=0.1
1552659295.613  0.193->: pse subscribe 1
1552659295.618  0.198->: lip subscribe 1
1552659295.622  0.202->: wve subscribe 2
1552659295.626  0.206->: mca subscribe 2
1552659295.630  0.210->: event subscribe 6
1552659295.632  0.212<-: mca 0 -0
1552659295.634  0.215->: event get
1552659295.639  0.219->: joy subscribe 1
1552659295.643  0.223->: joy get
1552659295.647  0.227->: wve subscribe 2
1552659295.651  0.231->: mca subscribe 2
1552659295.655  0.236->: mis subscribe 2
1552659295.660  0.240->: hbt subscribe 1
1552659295.664  0.244->: rid subscribe 3
1552659295.668  0.248->: robot u4
1552659295.672  0.252<-: lip 0 1 0.0000 20 0.0000 20 1 44 44 0 0 0 0 4.5 1 0
1552659295.672  0.253->: irc subscribe 1
